pokedex_number,variant,name,hp,attack,defense,sp_attack,sp_defense,speed,abilities,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fight,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,classification,type1,type2,height_m,weight_kg,percentage_male,is_legendary,generation
528,,Swoobat,67,57,55,77,55,114,"['Unaware', 'Klutz', 'Simple']",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,Courting Pokemon,psychic,flying,0.9,10.5,50,0,5
529,,Drilbur,60,85,40,30,45,68,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,Mole Pokemon,ground,,0.3,8.5,50,0,5
530,,Excadrill,110,135,60,50,65,88,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,Subterrene Pokemon,ground,steel,0.7,40.4,50,0,5
531,,Audino,103,60,86,60,86,50,"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Hearing Pokemon,normal,,1.1,31,50,0,5
531,mega,Audino,103,60,126,80,126,50,['Healer'],1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,Hearing Pokemon,normal,fairy,1.5,32,50,0,6
532,,Timburr,75,80,55,25,35,35,"['Guts', 'Sheer Force', 'Iron Fist']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Muscular Pokemon,fighting,,0.6,12.5,75.4,0,5
533,,Gurdurr,85,105,85,40,50,40,"['Guts', 'Sheer Force', 'Iron Fist']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Muscular Pokemon,fighting,,1.2,40,75.4,0,5
534,,Conkeldurr,105,140,95,55,65,45,"['Guts', 'Sheer Force', 'Iron Fist']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Muscular Pokemon,fighting,,1.4,87,75.4,0,5
535,,Tympole,50,50,40,50,40,64,"['Swift Swim', 'Hydration', 'Water Absorb']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Tadpole Pokemon,water,,0.5,4.5,50,0,5
536,,Palpitoad,75,65,55,65,55,69,"['Swift Swim', 'Hydration', 'Water Absorb']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,Vibration Pokemon,water,ground,0.8,17,50,0,5
537,,Seismitoad,105,95,75,85,75,74,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,Vibration Pokemon,water,ground,1.5,62,50,0,5
538,,Throh,120,100,85,30,85,45,"['Guts', 'Inner Focus', 'Mold Breaker']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Judo Pokemon,fighting,,1.3,55.5,100,0,5
539,,Sawk,75,125,75,30,75,85,"['Sturdy', 'Inner Focus', 'Mold Breaker']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Karate Pokemon,fighting,,1.4,51,100,0,5
540,,Sewaddle,45,53,70,40,60,42,"['Swarm', 'Chlorophyll', 'Overcoat']",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,Sewing Pokemon,bug,grass,0.3,2.5,50,0,5
541,,Swadloon,55,63,90,50,80,42,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,Leaf-Wrapped Pokemon,bug,grass,0.5,7.3,50,0,5
542,,Leavanny,75,103,80,70,80,92,"['Swarm', 'Chlorophyll', 'Overcoat']",1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,Nurturing Pokemon,bug,grass,1.2,20.5,50,0,5
543,,Venipede,30,45,59,30,39,57,"['Poison Point', 'Swarm', 'Speed Boost']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,Centipede Pokemon,bug,poison,0.4,5.3,50,0,5
544,,Whirlipede,40,55,99,40,79,47,"['Poison Point', 'Swarm', 'Speed Boost']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,Curlipede Pokemon,bug,poison,1.2,58.5,50,0,5
545,,Scolipede,60,100,89,55,69,112,"['Poison Point', 'Swarm', 'Speed Boost']",1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,Megapede Pokemon,bug,poison,2.5,200.5,50,0,5
546,,Cottonee,40,27,60,37,50,66,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,Cotton Puff Pokemon,grass,fairy,0.3,0.6,50,0,5
547,,Whimsicott,60,67,85,77,75,116,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,Windveiled Pokemon,grass,fairy,0.7,6.6,50,0,5
548,,Petilil,45,35,50,70,50,30,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Bulb Pokemon,grass,,0.5,6.6,0,0,5
549,,Lilligant,70,60,75,110,75,90,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Flowering Pokemon,grass,,1.1,16.3,0,0,5
550,red,Basculin,70,92,65,80,55,98,"['Reckless', 'Adaptability', 'Mold Breaker']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Hostile Pokemon,water,,1,18,50,0,5
550,blue,Basculin,70,92,65,80,55,98,"['Rock Head', 'Adaptability', 'Mold Breaker']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Hostile Pokemon,water,,1,18,50,0,5
551,,Sandile,50,72,35,35,35,65,"['Intimidate', 'Moxie', 'Anger Point']",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,Desert Croc Pokemon,ground,dark,0.7,15.2,50,0,5
552,,Krokorok,60,82,45,45,45,74,"['Intimidate', 'Moxie', 'Anger Point']",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,Desert Croc Pokemon,ground,dark,1,33.4,50,0,5
553,,Krookodile,95,117,80,65,70,92,"['Intimidate', 'Moxie', 'Anger Point']",1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,Intimidation Pokemon,ground,dark,1.5,96.3,50,0,5
554,,Darumaka,70,90,45,15,45,50,"['Hustle', 'Inner Focus']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Zen Charm Pokemon,fire,,0.6,37.5,50,0,5
555,standard,Darmanitan,105,140,55,30,55,95,"['Sheer Force', 'Zen Mode']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Blazing Pokemon,fire,,1.3,92.9,50,0,5
555,zen,Darmanitan,105,30,105,140,105,55,"['Sheer Force', 'Zen Mode']",1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,Blazing Pokemon,fire,psychic,1.3,92.9,50,0,5
556,,Maractus,75,86,67,106,67,60,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,Cactus Pokemon,grass,,1,28,50,0,5
557,,Dwebble,50,65,85,35,35,55,"['Sturdy', 'Shell Armor', 'Weak Armor']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,Rock Inn Pokemon,bug,rock,0.3,14.5,50,0,5
558,,Crustle,70,105,125,65,75,45,"['Sturdy', 'Shell Armor', 'Weak Armor']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,Stone Home Pokemon,bug,rock,1.4,200,50,0,5
559,,Scraggy,50,75,70,35,70,48,"['Shed Skin', 'Moxie', 'Intimidate']",1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,Shedding Pokemon,dark,fighting,0.6,11.8,50,0,5
560,,Scrafty,65,90,115,45,115,58,"['Shed Skin', 'Moxie', 'Intimidate']",1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,Hoodlum Pokemon,dark,fighting,1.1,30,50,0,5
561,,Sigilyph,72,58,80,103,80,97,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,Avianoid Pokemon,psychic,flying,1.4,14,50,0,5
562,,Yamask,38,30,85,55,65,30,['Mummy'],0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Spirit Pokemon,ghost,,0.5,1.5,50,0,5
563,,Cofagrigus,58,50,145,95,105,30,['Mummy'],0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,Coffin Pokemon,ghost,,1.7,76.5,50,0,5
564,,Tirtouga,54,78,103,53,45,22,"['Solid Rock', 'Sturdy', 'Swift Swim']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,Prototurtle Pokemon,water,rock,0.7,16.5,88.1,0,5
565,,Carracosta,74,108,133,83,65,32,"['Solid Rock', 'Sturdy', 'Swift Swim']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,Prototurtle Pokemon,water,rock,1.2,81,88.1,0,5
566,,Archen,55,112,45,74,45,70,['Defeatist'],0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,First Bird Pokemon,rock,flying,0.5,9.5,88.1,0,5
567,,Archeops,75,140,65,112,65,110,['Defeatist'],0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,First Bird Pokemon,rock,flying,1.4,32,88.1,0,5
568,,Trubbish,50,50,62,40,62,65,"['Stench', 'Sticky Hold', 'Aftermath']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,Trash Bag Pokemon,poison,,0.6,31,50,0,5
569,,Garbodor,80,95,82,60,82,75,"['Stench', 'Weak Armor', 'Aftermath']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,Trash Heap Pokemon,poison,,1.9,107.3,50,0,5
570,,Zorua,40,65,40,80,40,65,['Illusion'],1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,Tricky Fox Pokemon,dark,,0.7,12.5,88.1,0,5
571,,Zoroark,60,105,60,120,60,105,['Illusion'],1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,Illusion Fox Pokemon,dark,,1.6,81.1,88.1,0,5
572,,Minccino,55,50,40,40,40,75,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Chinchilla Pokemon,normal,,0.4,5.8,24.6,0,5
573,,Cinccino,75,95,60,65,60,115,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Scarf Pokemon,normal,,0.5,7.5,24.6,0,5
574,,Gothita,45,30,50,55,65,45,"['Frisk', 'Competitive', 'Shadow Tag']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Fixation Pokemon,psychic,,0.4,5.8,24.6,0,5
575,,Gothorita,60,45,70,75,85,55,"['Frisk', 'Competitive', 'Shadow Tag']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Manipulate Pokemon,psychic,,0.7,18,24.6,0,5
576,,Gothitelle,70,55,95,95,110,65,"['Frisk', 'Competitive', 'Shadow Tag']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Astral Body Pokemon,psychic,,1.5,44,24.6,0,5
577,,Solosis,45,30,40,105,50,20,"['Overcoat', 'Magic Guard', 'Regenerator']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Cell Pokemon,psychic,,0.3,1,50,0,5
578,,Duosion,65,40,50,125,60,30,"['Overcoat', 'Magic Guard', 'Regenerator']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Mitosis Pokemon,psychic,,0.6,8,50,0,5
579,,Reuniclus,110,65,75,125,85,30,"['Overcoat', 'Magic Guard', 'Regenerator']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Multiplying Pokemon,psychic,,1,20.1,50,0,5
580,,Ducklett,62,44,50,44,50,55,"['Keen Eye', 'Big Pecks', 'Hydration']",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,Water Bird Pokemon,water,flying,0.5,5.5,50,0,5
581,,Swanna,75,87,63,87,63,98,"['Keen Eye', 'Big Pecks', 'Hydration']",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,White Bird Pokemon,water,flying,1.3,24.2,50,0,5
582,,Vanillite,36,50,50,65,60,44,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Fresh Snow Pokemon,ice,,0.4,5.7,50,0,5
583,,Vanillish,51,65,65,80,75,59,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Icy Snow Pokemon,ice,,1.1,41,50,0,5
584,,Vanilluxe,71,95,85,110,95,79,"['Ice Body', 'Snow Warning', 'Weak Armor']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Snowstorm Pokemon,ice,,1.3,57.5,50,0,5
585,,Deerling,60,60,50,40,50,75,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,Season Pokemon,normal,grass,0.6,19.5,50,0,5
586,,Sawsbuck,80,100,70,60,70,95,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,Season Pokemon,normal,grass,1.9,92.5,50,0,5
587,,Emolga,55,75,60,75,60,103,"['Static', 'Motor Drive']",1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,Sky Squirrel Pokemon,electric,flying,0.4,5,50,0,5
588,,Karrablast,50,75,45,40,45,60,"['Swarm', 'Shed Skin', 'No Guard']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Clamping Pokemon,bug,,0.5,5.9,50,0,5
589,,Escavalier,70,135,105,60,105,20,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,Cavalry Pokemon,bug,steel,1,33,50,0,5
590,,Foongus,69,55,45,55,55,15,"['Effect Spore', 'Regenerator']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,Mushroom Pokemon,grass,poison,0.2,1,50,0,5
591,,Amoonguss,114,85,70,85,80,30,"['Effect Spore', 'Regenerator']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,Mushroom Pokemon,grass,poison,0.6,10.5,50,0,5
592,,Frillish,55,40,50,65,85,40,"['Water Absorb', 'Cursed Body', 'Damp']",0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,Floating Pokemon,water,ghost,1.2,33,50,0,5
593,,Jellicent,100,60,70,85,105,60,"['Water Absorb', 'Cursed Body', 'Damp']",0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,Floating Pokemon,water,ghost,2.2,135,50,0,5
594,,Alomomola,165,75,80,40,45,65,"['Healer', 'Hydration', 'Regenerator']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,Caring Pokemon,water,,1.2,31.6,50,0,5
595,,Joltik,50,47,50,57,50,65,"['Compoundeyes', 'Unnerve', 'Swarm']",1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,Attaching Pokemon,bug,electric,0.1,0.6,50,0,5
596,,Galvantula,70,77,60,97,60,108,"['Compoundeyes', 'Unnerve', 'Swarm']",1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,EleSpider Pokemon,bug,electric,0.8,14.3,50,0,5
597,,Ferroseed,44,50,91,24,86,10,['Iron Barbs'],0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,Thorn Seed Pokemon,grass,steel,0.6,18.8,50,0,5
598,,Ferrothorn,74,94,131,54,116,20,"['Iron Barbs', 'Anticipation']",0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,Thorn Pod Pokemon,grass,steel,1,110,50,0,5
599,,Klink,40,55,70,45,60,30,"['Plus', 'Minus', 'Clear Body']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,Gear Pokemon,steel,,0.3,21,,0,5
600,,Klang,60,80,95,70,85,50,"['Plus', 'Minus', 'Clear Body']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,Gear Pokemon,steel,,0.6,51,,0,5
601,,Klinklang,60,100,115,70,85,90,"['Plus', 'Minus', 'Clear Body']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,Gear Pokemon,steel,,0.6,81,,0,5
602,,Tynamo,35,55,40,45,40,60,['Levitate'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,EleFish Pokemon,electric,,0.2,0.3,50,0,5
603,,Eelektrik,65,85,70,75,70,40,['Levitate'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,EleFish Pokemon,electric,,1.2,22,50,0,5
604,,Eelektross,85,115,80,105,80,50,['Levitate'],1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,EleFish Pokemon,electric,,2.1,80.5,50,0,5
605,,Elgyem,55,55,55,85,55,30,"['Telepathy', 'Synchronize', 'Analytic']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Cerebral Pokemon,psychic,,0.5,9,50,0,5
606,,Beheeyem,75,75,75,125,95,40,"['Telepathy', 'Synchronize', 'Analytic']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,Cerebral Pokemon,psychic,,1,34.5,50,0,5
607,,Litwick,50,30,55,65,55,20,"['Flash Fire', 'Flame Body', 'Infiltrator']",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,Candle Pokemon,ghost,fire,0.3,3.1,50,0,5
608,,Lampent,60,40,60,95,60,55,"['Flash Fire', 'Flame Body', 'Infiltrator']",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,Lamp Pokemon,ghost,fire,0.6,13,50,0,5
609,,Chandelure,60,55,90,145,90,80,"['Flash Fire', 'Flame Body', 'Infiltrator']",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,Luring Pokemon,ghost,fire,1,34.3,50,0,5
610,,Axew,46,87,60,30,40,57,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Tusk Pokemon,dragon,,0.6,18,50,0,5
611,,Fraxure,66,117,70,40,50,67,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Axe Jaw Pokemon,dragon,,1,36,50,0,5
612,,Haxorus,76,147,90,60,70,97,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Axe Jaw Pokemon,dragon,,1.8,105.5,50,0,5
613,,Cubchoo,55,70,40,60,40,40,"['Snow Cloak', 'Slush Rush', 'Rattled']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Chill Pokemon,ice,,0.5,8.5,50,0,5
614,,Beartic,95,130,80,70,80,50,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Freezing Pokemon,ice,,2.6,260,50,0,5
615,,Cryogonal,80,50,50,95,135,105,['Levitate'],1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,Crystallizing Pokemon,ice,,1.1,148,,0,5
616,,Shelmet,50,40,85,40,65,25,"['Hydration', 'Shell Armor', 'Overcoat']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Snail Pokemon,bug,,0.4,7.7,50,0,5
617,,Accelgor,80,70,40,100,60,145,"['Hydration', 'Sticky Hold', 'Unburden']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,Shell Out Pokemon,bug,,0.8,25.3,50,0,5
618,,Stunfisk,109,66,84,81,99,32,"['Static', 'Limber', 'Sand Veil']",1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1,Trap Pokemon,ground,electric,0.7,11,50,0,5
619,,Mienfoo,45,85,50,55,50,65,"['Inner Focus', 'Regenerator', 'Reckless']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Martial Arts Pokemon,fighting,,0.9,20,50,0,5
620,,Mienshao,65,125,60,95,60,105,"['Inner Focus', 'Regenerator', 'Reckless']",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,Martial Arts Pokemon,fighting,,1.4,35.5,50,0,5
621,,Druddigon,77,120,90,60,90,48,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,Cave Pokemon,dragon,,1.6,139,50,0,5
622,,Golett,59,74,50,35,50,35,"['Iron Fist', 'Klutz', 'No Guard']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,Automaton Pokemon,ground,ghost,1,92,,0,5
623,,Golurk,89,124,80,55,80,55,"['Iron Fist', 'Klutz', 'No Guard']",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,Automaton Pokemon,ground,ghost,2.8,330,,0,5
624,,Pawniard,45,85,70,40,40,60,"['Defiant', 'Inner Focus', 'Pressure']",0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,Sharp Blade Pokemon,dark,steel,0.5,10.2,50,0,5
625,,Bisharp,65,125,100,60,70,70,"['Defiant', 'Inner Focus', 'Pressure']",0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,Sword Blade Pokemon,dark,steel,1.6,70,50,0,5
626,,Bouffalant,95,110,95,40,95,55,"['Reckless', 'Sap Sipper', 'Soundproof']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,Bash Buffalo Pokemon,normal,,1.6,94.6,50,0,5
627,,Rufflet,70,83,50,37,50,60,"['Keen Eye', 'Sheer Force', 'Hustle']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Eaglet Pokemon,normal,flying,0.5,10.5,100,0,5
628,,Braviary,100,123,75,57,75,80,"['Keen Eye', 'Sheer Force', 'Defiant']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,Valiant Pokemon,normal,flying,1.5,41,100,0,5
629,,Vullaby,70,55,75,45,65,60,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,Diapered Pokemon,dark,flying,0.5,9,0,0,5
630,,Mandibuzz,110,65,105,55,95,80,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,Bone Vulture Pokemon,dark,flying,1.2,39.5,0,0,5
631,,Heatmor,85,97,66,105,66,65,"['Gluttony', 'Flash Fire', 'White Smoke']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,Anteater Pokemon,fire,,1.4,58,50,0,5
632,,Durant,58,109,112,48,48,109,"['Swarm', 'Hustle', 'Truant']",0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,Iron Ant Pokemon,bug,steel,0.3,33,50,0,5
633,,Deino,52,65,50,45,50,38,['Hustle'],1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,Irate Pokemon,dark,dragon,0.8,17.3,50,0,5
634,,Zweilous,72,85,70,65,70,58,['Hustle'],1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,Hostile Pokemon,dark,dragon,1.4,50,50,0,5
635,,Hydreigon,92,105,90,125,90,98,['Levitate'],1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,Brutal Pokemon,dark,dragon,1.8,160,50,0,5
636,,Larvesta,55,85,55,50,55,60,"['Flame Body', 'Swarm']",1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,Torch Pokemon,bug,fire,1.1,28.8,50,0,5
637,,Volcarona,85,60,65,135,105,100,"['Flame Body', 'Swarm']",1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,Sun Pokemon,bug,fire,1.6,46,50,0,5
638,,Cobalion,91,90,129,90,72,108,['Justified'],0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,Iron Will Pokemon,steel,fighting,2.1,250,,1,5
639,,Terrakion,91,129,90,72,90,108,['Justified'],0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2,Cavern Pokemon,rock,fighting,1.9,260,,1,5
640,,Virizion,91,90,72,90,129,108,['Justified'],1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,Grassland Pokemon,grass,fighting,2,200,,1,5
641,incarnate,Tornadus,79,115,70,125,80,111,"['Prankster', 'Defiant']",1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,Cyclone Pokemon,flying,,1.5,63,100,1,5
641,therian,Tornadus,79,100,80,110,90,121,['Regenerator'],1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,Cyclone Pokemon,flying,,1.5,63,100,1,5
